Index,Context,Judgement
154,"We also are of the view that, Doordarshan all through the present matter has been displaying a sad reluctance in telecasting this film, which was made almost ten years ago. We can trace a history of Doordarshan not telecasting many films in spite of them being award winning films at the national and international level, this can be seen in the case of films like ""In Memory of Friends"", ""Ram ke Naam"" etc. In addition an interesting observation that can be arrived is that Doordarshan has been finding flimsy excuses time and again as clear from the facts in not telecasting the documentary film in question every time the film was sought to be aired either at the instance of the respondent or due to the orders of the court. This in our view in highly irrational and is blatant violation of the right guaranteed under Article 19(1)(a) of the Constitution. This behavior of Doordarshan would justify us in stating that Doordarshan is being dictated by rules of malafides and arbitrariness in taking decisions with regard to In light of the above, the instant appeal at the instance of Doordarshan is devoid of any merits. Thus, the impugned judgment deserves to be upheld and sustained by this Court. In the result, the appeal is dismissed and the orders passed by the learned Judges of the Division Bench are affirmed. However, there will be no order as to costs. The appellant-Doordarshan is directed to exhibit the entire documentary film of the respondent Father, Son and Holy War on Channel No. 1 or 2 within 8 weeks from today on such convenient date and time as may be fixed by Doordarshan.",Respondent
155,"The appellant herein contested an election held on 29.6.2003 to the post of Sarpanch of the Gram Panchayat of Village Bareh, Tehsil Budhlada in the State of Punjab. The appellant herein was declared elected. He won by a margin of 11 votes. The 1st respondent filed an election petition, inter alia, contending that while counting the ballot papers, 147 votes were wrongly rejected. It was further averred that the counting staff headed by the Presiding Officer intermingled about 25 ballots, which were polled in his favour in the bundles of the elected candidate and had the said votes been counted in his favour he would have been declared elected. By reason of an order dated 29.6.2004, the Election Tribunal directed recounting of the ballot papers. The validity of the said order was questioned by the appellant herein by filing a revision application before the High Court of Punjab and Haryana, which was numbered as Civil Revision No.3194 of 2004. By reason of the impugned judgment, the said revision application has been dismissed. The 1st respondent was found to have made out a prima facie case for recounting of votes by both the Tribunal and also the High Court on the premise that a large number of votes might have wrongly been rejected. The margin of votes polled by the appellant vis-`-vis the 1st respondent, although would not be of much relevance but the said fact alone was not the basis for passing the impugned judgment. The 1st respondent herein not only lodged protests in regard to the manner in which the Presiding Officer counted the votes, but had also urged him to recount the votes. He had also given specific instances in respect thereof in his election petition. The Election Petitioner, furthermore, not only placed necessary facts in his election petition but also in his deposition before the Tribunal categorically stated that the Presiding Officer did not assign any reason for declaring a huge number of votes as invalid. We have noticed hereinbefore that before the Tribunal a contention had been raised by the 1st respondent that 25 votes polled in his favour were wrongly counted in favour of the appellant by intermingling them with the ballot papers. We, therefore, are satisfied that the conditions precedent necessary for a direction of recounting of votes stand satisfied.",Respondent
156,"In the result, the election petition is allowed with costs declaring the election of the first respondent-Rajendra Pratap Bhanj Deo as null and void and instead the election petitioner-Peedika Rajanna Dora is hereby declared as duly elected for the '10 Salur (ST) Legislative Assembly Constituency'.",Petitioner
157,"In this case, the Tribunal has considered all the material and after recording its satisfaction that in the counting there were serious illegalities causing serious prejudice to the election petitioner. The Election Tribunal has rightly directed recounting of the votes, in the order there is no jurisdictional error warranting interference of this Court. This petition is without merit, accordingly it is dismissed with costs. The Election Tribunal shall now proceed in the matter in accordance with law.",Respondent
158,"It may also be noticed that respondents 3 to 5 have not challenged any of the provisions of the I.F.S. (Regulation of Seniority) Rules, 1968. So, when the said Rules are implemented, they cannot resist it, saying that the same runs counter to some principles of service jurisprudence. In the result, the Writ Petition is allowed. Exts.P3 and P10 are quashed. Ext. P1 O.A. filed by respondents 3 to 5 is dismissed. In the circumstances of the case, the parties will bear their respective costs.",Ambiguity
159,"The application (Exhibit-9) preferred by the respondent No. 1 in this election petition is allowed. The Election Petition No. 7 of 2005 is rejected under Order-VII, Rule 11 of the Code of Civil Procedure. In the circumstances, petitioner to bear his own cost and to bear cost of respondent No. 1.",Ambiguity
160,"As I could find no perverse findings or infirmity in the impugned judgment rendered by the court below to interfere with and hence, I am of the view that this Second Appeal fails and the same is liable to be dismissed. In the result, confirming the Judgment and Decree rendered by the courts below, this Second Appeal is dismissed. However, there is no order as to costs.",Respondent
161,"An election dispute is not a private feud between one individual and another. The whole constituency is intimately involved in such a dispute. Shaky and wavering oral testimony of a handful of witnesses cannot still the dominant voice of the majority of an electorate. The fact that the petitioner himself did not seek the relief that he be declared as the successful candidate, is another factor, which is worth being taken note of. For the foregoing reasons, the Election Petition is dismissed. There shall be no order as to costs.",Respondent
162,"The jurisdiction of this court in revision is limited to the question of jurisdiction and jurisdiction alone. Even an error of law or fact by the court below cannot be interfered with unless it amounts to failure to exercise jurisdiction which has been vested in the court or exercise of jurisdiction which has not been vested or wrong exercise of jurisdiction which has been vested. Upon perusal of the judgments impugned in the above noted cases refusing to review the judgments or allowing the prayer for extending the period of limitation, i do not find any reason to take a view that the court below has committed any error on question of jurisdiction calling for interference by this court. For the reasons aforementioned, all these revision petitions being devoid of any merit stand dismissed. No cost.",Respondent
163,"For the reasons as discussed above, this Court is of the view that since the substantial compliance of the provisions of U.P. Panchayat Raj (Removal of Pradhans, Up-Pradhans and Members) Enquiry Rules, 1997, has been made and it is clear from the record that the petitioner got elected to the post of Pradhan after making a false declaration that he belongs to Other Backward Class of Saini community, the writ petition is liable to be dismissed. Accordingly, the same is dismissed. No order as to costs.",Respondent
164,"W.P.(C) No. 4631 of 2006 will stand dismissed. But the order of stay passed in the Writ Petition will continue till 28-8-2006. Coming to W.P.(C) No. 17236 of 2006, it is to be noticed that Ext. P12 is an appealable order. It is open to the petitioner to have recourse to the appellate remedies against Ext. P12. The petitioner is directed to do the needful within one week of his receiving a copy of this judgment. Accordingly the interim order passed in this case also will continue till 22-8-2006. Writ Petition No. 17236 will also stand dismissed.",Ambiguity
165,"This writ petition has been filed by the petitioner Arvind Pareek with the prayer that respondents be directed to declare the notification dated 31.7.2003 illegal to the extent it keeps the sportsman who have participated at International level and National Level tournaments at the same pedestal. It has also been prayed that the policy laid down under the said notification dated 31.7.2003 be declared illegal being unjust arbitrary and discriminatory to the extent it keeps the sportsman who have simply participated at State Level or National Level Tournaments at par with those sports persons who have not only participated but even won the Medals or acquired a high rank in the State, National or International Tournaments. A further direction may be issued to the respondents to provide additional incentives in the form of bonus marks while making appointment on the post of Physical Training Instructor Grade II as well as Physical Training Instructor Grade III to the sports persons who have participated in International Level tournaments and also to the sportsman who have won the medals or ranked high in the State, National on International Tournaments. It is essentially a matter of policy for the Government to decide whether or not to give any bonus marks on the basis of participation in sports tournaments and if the Government decides to give such benefits, it is also the prerogative of the State to extend such benefits on certain prescribed conditions. In extending the benefit of bonus marks to all those who participate in State and National Tournaments and not just to those who win medals. Object of the policy appears to be to boost participation in such sports meets and cover a larger section and more number of candidates. The policy however is the domain of the Government and not of the courts. If the Government has decided to broadly categorize the sports persons in two classes, namely, those who participate in State Level Tournaments and those who participate at the National Level Tournaments, whether or not-there should be a third category is exclusively for the Government to decide. What should be the extent of the total bonus marks and outer limit for awarding such marks has also to be decided by the Government. If the Government has provided that the candidate would be entitled to the maximum 15 marks on the basis of best of the certificates produced by him, the court by its judicial fiat cannot require it to increase such limit or provide for a separate category. The outer limit of the marks appears to have been fixed on the rational of ensuring that the element of merit in the competition is not completely eliminated and the incentive is confined to a reasonable limit. In my considered view, this Court in its extra ordinary jurisdiction under Article 226 of the Constitution of India cannot interfere in such policy matter. In the result, the writ petition is dismissed with no order as to costs.",Respondent
166,"Before us, number of judgments have been cited in support of the case that respondent no.2 (complainant) is the disgruntled employee of the MP Birla Group of Companies and that he has been put up by the Birlas, hence, the complaint is based on malafides and should, therefore, be dismissed. We need not go into the said judgments as the basic principle settled in the citations is that the question of malafides has to be decided on the facts of each case. At the outset, we reiterate that credentiality of the complainant at this stage is not relevant. As stated above, in this case, what is alleged by the complaint, inter alia, is that he was a privy to the discussions and consultations and thinking which went into making of the mutual wills and the mutual trusts; that, he was a formal witness to some of these deeds and that he was aware that the couple had mutually agreed to the disposal of the property to charity after their demise. In the facts and circumstances of this case, at this stage, we are not inclined to accept the argument that the complaint should be dismissed at the initial stage on the ground of alleged malafides of the complainant. We reiterate that our observations in the judgment should not be read as our opinion on the merits of the matter. Similarly, the applicability of the relevant section to the facts of the present case does not arise at this stage. For the above reasons, we find no merit in these appeals and the same are accordingly dismissed.",Respondent
167,"In my view, therefore, the decision taken by the respondents under order dated 25.1.2006 (Annexure R/1/1) runs contrary to the mandate and the spirit of the Rules 24 and the circular dated 27.7.1982 (Annexure 2) and consequently, the same deserves to be quashed and set aside, international event is an international event which is recognised as such by the Sports Council and the said body in the case of the petitioner has recognised the achievement of the petitioner to be of an international level and it cannot be left to the respondents to sit in judgment over the decision of the Sports Council. This writ petition is consequently allowed. The order dated 25.1.2006 (Annexure R/1/1) and the order dated 21.4.1998 (Annexure 6) are hereby quashed and set aside. The respondents are directed to given possession of the land to the petitioner in accordance with the orders Annexure 3, 4 and 5. Since the matter has remained pending for last 12 years since the allotment was made by the Government itself, the respondents are directed to give possession of the land to the petitioner within a period of three months of submission of the certified copy.",Petitioner
168,"The petitioners, an Association of victims of the Uphaar tragedy (AYUT), have filed these petitions; one under Section 439(2) read with Section 482 Page 1927 PC seeking cancellation of bail of the respondents/accused persons; namely Mr.Sushil Ansal, Mr.Gopal Ansal and Mr.H.S.Panwar, who along with others, are facing trial for the offence under Sections 304/304A/337/338/36 IPC read with Section 14 of the Cinematograph Act in a case pending before the court of learned Additional Sessions Judge, New Delhi; and the other under Section 482 CrPC for a direction/ or registration of a criminal case (FIR ) against the offenders for tampering with the documents in judicial custody. For the reasons stated above, in the result Crl.M.(M) 2380/2003 seeking cancellation of bail of respondents No. 1 to 3 is dismissed and Crl.M.2229/2006 is hereby allowed and the Special Branch of Delhi Police is called upon to register a case under appropriate provisions of law in regard to the incident of removal / tampering with/mutilation of the documents, referred to above, from the judicial record of the Trial Court. After registration of the FIR, investigation shall be entrusted to an officer not below the rank of Assistant Commissioner of Police who will conduct the investigation expeditiously and endeavor to conclude the same within a period of three months from the date of this order. A status report shall be filed by the investigating agency before the next date of hearing. Observations made in this order are based on a prima facie view of the facts and circumstances brought before the Court and may not be construed as the expression of opinion in regard to the complicity of one or the other person.",Respondent
169,"Now let us examine the merits of FIR No. 400/2000 dated 12.12.2000 registered under Section 325/34 IPC. In this case too, the applicant, who was an accused was acquitted on the ground that the informant in the aforesaid case had deposed that he does not want to continue this case since he has compromised with the present applicant. The Court has granted a permission to compound the offence and accordingly the applicant was acquitted. After acquittal of the applicant, the question now arises for our consideration is whether the respondent-authorities could proceed against him on the self same ground of acquisition without filing an independent complaint before the respondent-authorities. The complainant in FIR No. 400/2000 has sought permission to compound the offence and accordingly the Court had also granted the same. Consequently the applicant was acquitted of the charges. In that view of the matter there has been no fresh complaint by the informant in FIR No. 400/2000. Even if the police officer is acquitted, it is open to the respondent-authorities that the Deputy Commissioner of Police has to record reasons that the prosecution witnesses have been won over. In this case, there is nothing on record to show that the Deputy Commissioner of Police has recorded such an opinion that the prosecution witnesses have been won over. Therefore, the initiation of the disciplinary proceedings on the self same ground appears to be untenable in law. Further more, this was an incident of 2000 and the applicant retired on 31.1.2005 from service. In this view of the matter, this is an incident four years prior to the date of his retirement. Considering the case of the applicant from any angle, we find that the respondents are not justified in initiating departmental proceedings by asking him to show cause vide letter dated 20.5.2005 (Annexure. A/1 (Colly.)). Accordingly, the present Original Application succeeds. Impugned order dated 20.5.2005 is quashed. No costs.",Ambiguity
170,"In view of aforesaid discussion it can very well be gathered that though there was excess expenditure in the installation of tube well, but there is no mens rea or willful default which may be said to be disqualification under Sub-section (5) of the Act. It is apparent that petitioner after depositing the amount on 25-11-2000 before the Sub Divisional Officer, has not attained any disqualification in the matter. Thus the prescribed authority by the impugned order has wrongly recorded finding that petitioner who accepted guilt and deposited the amount before the authority shall be treated as a disqualification for a period of 6 years. This finding can not be sustained under law and the election of petitioner has been wrongly declared as void by the authority. Consequently, this petition is allowed. The order Annexure P-7 is quashed. The petitioner shall be entitled to continue as Sarpanch of Gram Panchayat, Siloda and for costs of this petition, which is quantified Rs. 1,000/-(Rupees one thousand only) payable by respondent No. 3 to the petitioner.",Petitioner
171,"The marriage between petitioner and first respondent was solemnized in 1995 and out of wedlock two children were born, in February, 2000 respondent filed an application for dissolution of marriage under Section 13 of Hindu Marriages Act (hereinafter called as ""the Act"") which was contested by parties till 21st January, 2004 when they filed a joint application under Section 15 of the Act for divorce by mutual consent. On the same day on request of appearing counsel, learned trial Judge (Additional District Judge, Matrimonial/Cases, Jammu) referred the matter for settlement to Lok Adalat which was constituted on 27.1.2004. In acceptance of the joint request for divorce by mutual consent the Lok Adalat awarded a divorce decree while allowing custody of children to remain with respondent-father. Aggrieved by award of Lok Adalat, the petitioner has instituted this writ petition to have the same quashed on the grounds that respondent threatened and coerced her into signing the petition for divorce by mutual consent and won over her Advocate to manage the impugned award from concerned Lok Adalat, which was bad for want of proper observance of the requirement of Section 15 of the Act, besides being incompetent for want of jurisdiction on past of Lok Adalat to take cognizance of the matter. It is also alleged that even the reference made by learned trial Judge to Lok Adalat was bad because with presentation of the allegedly consented application for divorce no dispute survived between the parties which could be referred for settlement. Materials appended with memo of petition are the copies of impugned order and statements of parties as recorded by Lok Adalat and other applications purporting to have been filed before the trial court from time to time. Accordingly for all that has been stated above, the petition is disposed of with a direction that the divorce awarded by Lok Adalat shall stand overset. The reference made by trial court to the Lok Adalat would be deemed to have been one under Sub-section (3) of Section 29 of HM Act and the proceedings of Lok Adalat, a report in terms thereof that may be used by trial court for pronouncement upon the petition for divorce by mutual consent, which shall stand transmitted back to him alongwith proceedings taken by Lok Adalat in the matter. During consideration of the matter he shall, however, take all the factual pleas and counter pleas raised by parties into account including respondent's claim of having paid Rs. 4.00 lacs to petitioner and dispose of the matter and dispose of the matter in accordance with law, positively within a period of two months from now. Parties are directed to appear before the trial court on 6th November, 2006.",Petitioner
172,"This writ petition has been filed by a Society through its Secretary. It is stated in the petition that the Society was established in the year 1993 with the object of development of health education among women. The Society is running Paramedical and health institutions in Andhra Pradesh. Object of the Society is to develop medical education. The Society is interested in starting a medical college in Ranga Reddy District and it was waiting for a notification with regard to the establishment of a medical college especially for women. As there was no notification issued by the Government, the Society submitted an application on 27.5.2003 addressed to the Principal Secretary, Health, Medical and Family Welfare Department. There was no response to the application, but the petitioner learnt that the Government was considering an application filed by one Dr.V.R.K. Educational Society. The petitioner issued a notice on 25.1.2005 to the Government not to proceed in the matter in contravention of regulations of Medical Council of India and G.O. Ms. No. 250, dated 22.5.1992 and G.O. Ms. No. 128, dated 30.4.1998. The Government was also informed through the notice, about the judgment of Supreme Court in Government of A.P. v. Medwin Educational Society, No reply was given to the notice. Besides what has been stated by us hereinabove, we are also doubtful about the bona fides of the petitioner, as it has been contended specifically by respondent No. 5 in his counter-affidavit that Smt. N. Renuka, who sworn in as Secretary of the petitioner-Society, is not Secretary of that Society, and it has not even been controverted by the petitioner. For these reasons, we do not find merit in this writ petition, which is accordingly dismissed. No order as to costs.",Respondent
173,"No question of law, far less any substantial question of law arises for our consideration. We may however briefly reflect upon a submission made by learned Counsel for the Respondent to the effect that the assessed had, by its letter dated March 8, 1999 requested the AO to examine the Assessment Records of the share applicants whose GR Nos. had been supplied. It is not controverter that action was not taken by the AO, but it has justifiably been contended that this inaction was due to paucity of time left at that stage since the assessment had to be framed by March 31, 1999. It has been pointed out that several adjournments had been granted by the Assessment Officer on the asking of the assessed. The timing of the assesseds said letter is most suspect. Generally speaking, it is incumbent on the AO to manage his schedule, while granting adjournments, in such a manner that he does not run out of time for discharging the duties cast on him by the statute. In the present case the details had been furnished to the AO much before March 1999 but he failed to react to the shifting of the burden to investigate into the creditworthiness of the share applicants. Therefore, the Appeal is dismissed.",Respondent
174,"For the reasons aforesaid, the writ petition deserves to be partly allowed. Keeping in view totality of facts and circumstances, in our considered view, the ends of justice would be met if we hold the Ex-servicemen Contributory Health Scheme, 2002 (ECHS) to be legal, valid, intra vires and constitutional but direct the respondent-Government either to waive the amount of contribution or to pay such amount on behalf those ex- servicemen who retired prior to January 1, 1996 and who intend to avail medical facilities and benefits under the said scheme by exercising option by becoming members of ECHS. In other words, it is open to ex- defence personnel, who retired prior to January 1, 1996 to become members of ECHS and to claim medical facilities and benefits under the said scheme without payment of contribution amount. They are, however, not entitled to claim medical allowance in future. The writ petition is accordingly disposed of. Rule is made absolute to the extent indicated above. In the facts and circumstances, however, parties are directed to bear their own costs.",Ambiguity
175,"In the facts and circumstances aforesaid, the High Court was not justified in reversing the conviction recorded by the Trial Court. The order of the High Court dated 12.5.2000 is accordingly set aside and the order of the Trial Court convicting the respondent under Section 302/34 IPC is restored. The appeal is allowed. The respondent is on bail. His bail bond and surety stands cancelled. He is directed to be taken back into custody forthwith to serve out the remaining part of the sentence. Compliance report within one month.",Petitioner
176,The challenge in this appeal is to the order dated 7.9.2005 passed by the High Court of judicature at Allahabad in Criminal Misc. Bail Application No.11884 of 2005 granting bail to the second respondent-accused. For the reasons aforestated this appeal deserves to be allowed. The order of the High Court dated 7.9.2005 granting bail to the respondent is hereby quashed and set- aside. The respondent is on bail. His bail bond and surety stands cancelled. He is directed to be taken back into custody forthwith. Appeal is allowed.,Petitioner
177,"In the result, the order dated 13.4.2004 initiating the departmental enquiry, summary of allegations, enquiry officer's report, punishment order and the appellate order are set aside with consequential benefits to the applicant. It is not considered necessary to go into the question as to whether Rules 15 (iii) and 16 (iii) of the D.P. (P&A) Rules, 1980 are ultra vires or not. The application is accordingly disposed of. No costs.",Respondent
178,"The petitioner Company has not shown sufficient cause or material proof to sustain its claim that the proposed petroleum outlet will be dangerous either to the petitioner Company or to the Public at large. In such circumstances, the writ petitions are liable to be dismissed. Accordingly, the writ petitions are dismissed. No costs. Consequently, connected W.P.M.P.No.35597 of 2005 and W.P.M.P.No.5845 of 2006 are closed.",Respondent
179,"Writ Petition is allowed. The first and third respondents are directed not to conduct the elections to the fourth respondent Town Municipal Council, Sindhanur, before determining the number of territorial wards into which the fourth respondent Municipality shall be divided on the basis of census figures of 2001 in accordance with Section 11 of the Act and before determining the extent of each territorial ward. The first respondent is directed to issue a notification as contemplated by Section 13 of the Act at the earliest, to enable the Election Commissioner-2nd respondent to conduct the elections in accordance with the mandate of the Constitution.",Petitioner
180,"In the elections held in August, 2005 the petitioner was declared elected as Gram Pradhan, Respondent Nos. 2 to 5 were the other candidates. An election petition No. 5 of 2005 was filed by the Respondent No. 2 challenging the election of the petitioner as Gram Pradhan. In the said election petition, on 14.12.2005 the Respondent No. 2 filed an application praying for recounting of votes. By the impugned order dated 27.4.2006 the Respondent No. 1 Up-Ziladhari, Meerut has allowed the application of the Respondent No. 2 with the direction for re-counting of votes on 29.4.2006. Aggrieved by the said order the petitioner has filed this writ petition. Besides this, what is surprising is that when the election petition was filed in September, 2005, the application for recounting was filed only on 14.12.2005 i.e. after more than six months. The order of recounting had been passed on 27.4.2006, with the direction that recounting may commence from 29.4.2006. This conduct also casts a doubt on the fairness of the Prescribed Authority that why the order was to be implemented in such extraordinary haste, specially when such application had been pending for more than six months. For the foregoing reasons, the order impugned in this writ petition deserves to be set aside and is accordingly set aside. This writ petition stands allowed. No order as to cost.",Petitioner
181,"By virtue of the present original application, appl icant, who is a Constable, has assailed an order passed by the respondents on re-consideration on 6.6.2005 declining him the offer of appointment to the post of Sub-Inspector Executive in Delhi Police. In the result, as the applicant has been recommended for appointment as Sub-Inspector Executive by the Staff Selection Commission on selection and during the pendency of the O.A. one post of Sub-Inspector Executive had already been directed to be kept vacant, the Original Application is allowed and the impugned order is set aside. Respondents are directed to offer an appointment to the applicant to the post of Sub-Inspector Executive in Delhi Police and in that event he would be entitled to all the consequential benefits including seniority. No costs.",Petitioner
182,"The substantial questions of law as formulated by this Court while admitting the appeal stand decided in favour of the appellant. Consequently, the appeal is allowed. The judgment and decree passed by the learned first appeal court are set aside and suit of the plaintiff is dismissed, with no order as to costs.",Petitioner
183,"Accordingly, this revision petition is accepted The order passed by the learned Additional District Judge, Patiala is set aside and direction is issued to the learned Lower Appellate Court to return the appeal filed by the respondent-plaintiff so as to enable him to file the same in the Court of competent jurisdiction.",Petitioner
184,"In view of the foregoing discussions, we do not find any merit in these petitions. They are dismissed. However, the parties are left to bear their own costs.",Respondent
185,"The impugned notification suspending the exhibition of the film, in the light of the analysis and for the reasons recorded in this judgment, constitutes an extravagant arbitrary, casual and wholly irrational exercise of a very sensitive and responsible executive power viz., regulation of a cherished, valued and guaranteed fundamental freedom, of speech and expression. The notification/order in G.O. Rt. No. 1012, Home (GeneralA) Department, dated 1.6.2006 is accordingly quashed. As the State has imposed a patently unreasonable restriction on the guaranteed fundamental freedom of speech and expression arid by a wholly negligent and irresponsible exercise of executive power, this Court considers it appropriate to allow the writ petitions with costs of Rs. 10,000/- each in W.P. Nos. 11006 and 11381 of 2006 (the petitioners being the distributors of the film have suffered economic detriment) and Rs. 2,500/- to the petitioner in W.P. No. 11575 of 2006 [a citizen whose right to view the film as a complementarity of the right guaranteed under Article 19(1)(a) has been infringed]. The costs as above, to the respective petitioners shall be paid by the State Government within three weeks from today. The writ petitions are accordingly allowed, with costs.",Petitioner
186,"In the above analysis, while holding Sidhartha Vashisht @ Manu Sharma guilty under Section 302 IPC for the murder of Jessica Lal as also under Section 27 Arms Act and Section 201/120B IPC, we also hold Amardeep Singh Gill and Vikas Yadav guilty for the offence punishable under Section 201 IPC/120B IPC while upholding the acquittal of the remaining respondents of the offences charged against them. Accused Siddharth Vashisht @ Manu Sharma, Vikas Yadav and Amardeep Singh Gill be taken into custody forthwith and lodged in Central Jail, Tihar. The appeal is disposed of in the above terms.",Petitioner
187,"In the light of the facts available in this case; the reasons which entered the mind of the authorities to reject the explanation offered by the assessee in each case and in the context of the case laws referred to by us above, we have no doubt at all that the explanation offered by the assessee in each case has been arbitrarily and unreasonably rejected. All the reasons we have no doubt at all, are in the realm of surmises, conjectures and suspicions, which approach stands totally prohibited by the decided case laws referred to above. We are fully conscious that the Appellate Tribunal is the final fact finding body. But on the facts established, the authorities under the Act have failed to draw the only conclusion that is possible legally and logically. Therefore, such a decision definitely raises a question of law warranting consideration at our hands. Accordingly, all the questions of law, on which the tax appeals are admitted, are answered in favour of the assessee and against the revenue.",Petitioner
188,"The judgment dated 27.7.1998 passed by learned Additional District Judge, West Tripura, Agartala in T.S. (Divorce) 32 of 1990 dissolving the marriage between the appellant wife and the respondent husband herein has been called in question in the present appeal. In view of the discussions aforementioned, we do not find any reason to interfere with the judgment and decree of the learned Trial Court dissolving the marriage between the parties and, therefore, this appeal being devoid of any merit stands dismissed with no order as to cost.",Respondent
189,"It is pointed out that by an order dated 7th September, 2001, this Court had directed the petitioner to deposit 50% amount of the same award towards the back wages. By a subsequent order dated 15th May, 2002, this amount was directed to be kept in a fixed deposit receipt. It is directed that the full amount of the fixed deposit receipt shall be released in favor of the respondent/workman. The DTC shall be entitled to also adjust an amount equivalent to only the principal amount of the fixed deposit receipt which it had deposited in this Court towards the arrears which shall be paid to the workman in terms of the present judgment. The petitioner has been deprived of the wages and therefore, in the facts and circumstances, the interest on the fixed deposit shall be paid to the respondent.",Respondent
190,"Ramesh Chandravanshi has not preferred any appeal in this Court and has been arrayed as respondent No. 2 in the present appeal. However, as he has not been assigned any specific role in the statement of PW-1 Dinesh Singh and we have set aside the conviction of other accused who are identically situate, his conviction also deserves to be set aside. Accordingly we set aside the conviction of Ramesh Chandravanshi (arrayed as respondent No. 2 in the present appeal) and the sentences imposed upon him by the learned Sessions Judge, which was affirmed in appeal by the High Court. He shall also be released forthwith unless wanted in some other case.",Petitioner
191,"In the present case apart from the ipse dixit of witnesses, the petitioner has failed to prove the ingredients of corrupt practices contained in Section 123(7) of the Act. Therefore, even though Bachhi was in the service of the Government, he was not a gazetted officer and Shergill was both in service of the Government and also gazetted officer, the evidence of corrupt practices was not strong enough to upset the people' verdict in favour of Dhiman and against Mann. The petitioner has failed to prove the issue 5 and the additional issue framed on October 17, 2003. There is no merit in this petition. The same is dismissed with costs which are quantified at Rs. 10,000/- (Ten thousand)",Respondent
192,"In view of the aforesaid, the present writ petition is devoid of merits and is accordingly dismissed subject to the observations that the Senior Superintendent of Police, Muzaffarnagar shall transmit all the records pertaining to the transfer of the petitioner and other constables, who have put in more than ten years of service from one branch to another for being placed before the concerned Inspector General of Police for consideration of the sanction in accordance with Regulation-525 of the U.P. Police Mannual, preferably within two weeks, from the date a certified copy of this order is filed before the Senior Superintendent of Police, Muzaffarnagar. On receipt of the aforesaid, the concerned Inspector General of Police shall apply his mind to the facts of the present case and shall pass appropriate orders either refusing or sanctioning the transfer, by means of a reasoned speaking order, at the earliest possible. The aforesaid exercise must be completed within four weeks from the date the papers are so received by the concerned Inspector General of Police. The petitioners shall at liberty to file such objection before the Inspector General of Police for being retained in their parent branch i.e. Civil Branch. The Inspector General of Police shall also consider the objections of the petitioners while deciding the issue of sanction.",Respondent
193,"In view of the above, finding no error whatsoever in the order of the ld. CIT(A), the same is hereby confirmed. The grievance sought to be raised by the Department is found to be de void of force and is rejected as such. In the result, the appeal filed by the Department is dismissed.",Respondent
194,"In view of the above discussion, I am of the opinion that the evidence of Surender Singh and Balbir Singh is necessary to reach at a just and fair decision in the case and to find out the truth. Therefore, I set-aside the order of the learned Sessions Judge, Shimla dated 27.10.2005 and permit the complainant to examine Surender Singh and Balbir Singh. The complainant shall however file the complete names, parentage and addresses of these two witnesses before the learned Sessions Judge on the next date itself. In case this is not done the prosecution shall not be entitled to examine these witnesses and its evidence shall stand closed. In case the petitioner files the complete names and addresses of these two witnesses then summons shall be issued to these witnesses for their appearance. It shall be the duty and responsibility of the complainant to ensure that the witnesses are served and appear on the date fixed. The complainant shall not be given more than two dates to produce and examine the evidence. It is also made clear that it shall be open to the respondents-accused to challenge the identity of the persons who appear as witnesses. After the, witnesses are examined supplementary statements of the accused linger Section 313 Cr.P.C. shall be recorded and accused shall be given opportunity to lead evidence. The petition is allowed in the aforesaid terms. The parties through their Counsel are directed to appear before the learned Sessions Judge on 7th April, 2006. The Registry is directed to ensure that the record of the case is sent to the learned Sessions Judge, Shimla well before the next date.",Petitioner
195,"The next question is the quantum of cost to be imposed. Counsel for the respondent No. 1 was called upon to address on this aspect. He submitted that he had no submissions to offer and will leave it to the Court to pass appropriate order. He stated that respondent No. 1 is not keen on receiving cost. Even so, for the reasons which are recorded in the earlier part of this Judgment, it is obvious that the present Election Petition is unnecessary, frivolous and vexatious. That is the finding reached by me. If it is so, the petitioner will have to be saddled with cost quantified at Rs. 7500/- (Rupees Seven Thousand Five Hundred) to be paid to the High Court Legal Services Committee (as respondent No. 1 is not interested in cost) within eight weeks from today. Accordingly, petition dismissed with cost.",Respondent
196,"The finding of the lower Court on issue No. 7 that though there is no documentary proof placed by the plaintiffs to prove that they are in possession of the suit schedule property from 1977 onwards in the absence of placing better evidence by the defendants, plaintiffs are deemed to be in possession is a perverse finding which is not sustainable and it is accordingly set aside. Appeal is accordingly allowed",Petitioner
197,"In view of the aforesaid discussions I answer the substantial question of law so framed in this appeal in negative and against the defendants/respondents and consequently, the appeal stands allowed and the impugned judgment and decree dated 15.02.99 passed by the learned first Appellant Court in Title Appeal No. 17/89 stands reversed and the judgment and decree passed by the learned Trial Court in Title Suit No. 11/82 stands restored.",Petitioner
198,"In the result and for the foregoing reasons, this application is allowed and the applicant, namely, Amit Jogi is directed to be released on bail forthwith on his executing a bond in a sum of Rs. l,00,000/- (Rupees One lakh only) with two sureties of the like sum to the satisfaction of the trial Court on the following conditions: The applicant shall not directly or indirectly make any inducement, threat or promise to any witness. The applicant shall remain present before the trial Court on the dates fixed for hearing. The applicant shall report himself before the Station House Officer of the Police Station under whose territorial jurisdiction he resides ordinarily on 15th day of every month between 10.00 a.m. and 11.00 a.m. The applicant shall deposit his passport if it is in currency with the learned trial Court before his release from jail.",Petitioner
